"Sparkle PIVOT Sample CFU plating data recording sheet. Manually enter your data in columns marked with a ⭐ (optional: †) and the other columns should auto-calculate appropriately. The data are sortable, and can be filtered using the dropdowns in each column.",,,,,,,,,,,,,,,,,,,,,
⭐,⭐,†,†,⭐,†,⭐,,⭐,⭐,⭐,⭐,⭐,†,,,,,,†,,
FDL-105H-T35,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,63,71,,4.47E+09,3.77E+08,8.49E+10,7.17E+09,8.4%,SP-SDS,,
FDL-105H-T37,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,56,63,,3.97E+09,3.30E+08,7.54E+10,6.27E+09,8.3%,SP-SDS,,
FDL-107A-T1,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,85,93,,5.93E+09,3.77E+08,1.13E+11,7.17E+09,6.4%,SP-SDS,,
FDL-107A-T2,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,96,89,,6.17E+09,3.30E+08,1.17E+11,6.27E+09,5.4%,SP-SDS,,
FDL-107B-T4,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,83,92,,5.83E+09,4.24E+08,1.11E+11,8.06E+09,7.3%,SP-SDS,,
FDL-107B-T5,,,2,2,,0.3,5.70,,2023/02/09,1.00E+07,22,21,,1.43E+10,4.71E+08,2.72E+11,8.96E+09,3.3%,SP-SDS,,
FDL-107C-T08,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,104,107,,7.03E+09,1.41E+08,1.34E+11,2.69E+09,2.0%,SP-SDS,,
FDL-107C-T09,,,2,2,,0.3,5.70,,2023/02/09,1.00E+07,19,21,,1.33E+10,9.43E+08,2.53E+11,1.79E+10,7.1%,SP-SDS,,
FDL-107D-T12,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,108,115,,7.43E+09,3.30E+08,1.41E+11,6.27E+09,4.4%,SP-SDS,,
FDL-107D-T13,,,2,2,,0.3,5.70,,2023/02/09,1.00E+07,19,23,,1.40E+10,1.89E+09,2.66E+11,3.58E+10,13.5%,SP-SDS,,
FDL-107D-T14,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,93,95,,6.27E+09,9.43E+07,1.19E+11,1.79E+09,1.5%,SP-SDS,,
FDL-107B-T6,,,2,2,,0.3,5.70,,2023/02/09,1.00E+06,89,80,,5.63E+09,4.24E+08,1.07E+11,8.06E+09,7.5%,SP-SDS,,
FDL-105D-T19-W4,Extender ,,3,3,,,0.00,,2023/02/09,1.00E+06,17,18,21,7.47E+08,8.33E+07,#DIV/0!,#DIV/0!,11.2%,,,
FDL-105D-T20-W4,Extender ,,3,3,,,0.00,,2023/02/09,1.00E+06,63,67,65,2.60E+09,8.00E+07,#DIV/0!,#DIV/0!,3.1%,,,
FDL-105C-T14-W4,Extender ,,3,3,,,0.00,,2023/02/09,1.00E+07,12,12,11,4.67E+09,2.31E+08,#DIV/0!,#DIV/0!,4.9%,,,
FDL-105C-T11-W4,Extender ,,3,3,,,0.00,,2023/02/09,1.00E+06,29,39,36,1.39E+09,2.05E+08,#DIV/0!,#DIV/0!,14.8%,,,
FDL-105B-T10-W4,Extender ,,3,3,,,0.00,,2023/02/09,1.00E+06,34,27,22,1.11E+09,2.41E+08,#DIV/0!,#DIV/0!,21.8%,,,
,,,,,,,0.00,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105H-T35,,,"6, 7",2,,0.3,5.70,EC,2023/02/13,1.00E+06,70,66,,2.72E+09,1.13E+08,5.17E+10,2.15E+09,4.2%,,,
FDL-105H-T37,,,"6, 7",2,,0.3,5.70,EC,2023/02/13,1.00E+06,112,120,,4.64E+09,2.26E+08,8.82E+10,4.30E+09,4.9%,,,
T1,,,"6, 7",2,,0.3,5.70,EC,2023/02/13,1.00E+07,36,32,,1.36E+10,1.13E+09,2.58E+11,2.15E+10,8.3%,,,
T2,,,"6, 7",2,,0.3,5.70,EC,2023/02/13,1.00E+07,74,64,,2.76E+10,2.83E+09,5.24E+11,5.37E+10,10.2%,,,
T3,,,"6, 7",2,,0.3,5.70,EC,2023/02/13,1.00E+07,65,56,,2.42E+10,2.55E+09,4.60E+11,4.84E+10,10.5%,,,
T4,,,"6, 7",2,,0.3,5.70,EC,2023/02/13,1.00E+07,73,80,,3.06E+10,1.98E+09,5.81E+11,3.76E+10,6.5%,,,
,,,,,,,0.00,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T22,Seed treatment bio. rep. A,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,35,,,1.40E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T22,Seed treatment bio. rep. B,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,26,,,1.04E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T22,Seed treatment bio. rep. C,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,63,,,2.52E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T23,Seed treatment bio. rep. A,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,67,,,2.68E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T23,Seed treatment bio. rep. B,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,70,,,2.80E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T23,Seed treatment bio. rep. C,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,63,,,2.52E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T24,Seed treatment bio. rep. A,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,78,,,3.12E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T24,Seed treatment bio. rep. B,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,59,,,2.36E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T24,Seed treatment bio. rep. C,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,60,,,2.40E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T25,Seed treatment bio. rep. A,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,50,,,2.00E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T25,Seed treatment bio. rep. B,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,32,,,1.28E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T25,Seed treatment bio. rep. C,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,62,,,2.48E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. rep. A,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,210,,,8.40E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. rep. B,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,104,,,4.16E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. rep. C,,"1,2",1,,,0.00,CL,2023/02/13,1.00E+02,206,,,8.24E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T2,"Milled Powder, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,158,134,,5.84E+08,6.79E+07,1.11E+10,1.29E+09,11.6%,Water Activity= 0.190,,
FDL-105A-T3,"Milled Powder, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+06,55,42,,1.94E+09,3.68E+08,3.69E+10,6.99E+09,19.0%,Water Activity= 0.257,,
FDL-105A-T4,"Milled Powder, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,159,152,,6.22E+08,1.98E+07,1.18E+10,3.76E+08,3.2%,Water Activity= 0.194,,
FDL-105A-T2,"Bulked Powder, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,78,85,,3.26E+08,1.98E+07,6.19E+09,3.76E+08,6.1%,Water Activity= 0.213,,
FDL-105A-T3,"Bulked Powder, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,245,253,,9.96E+08,2.26E+07,1.89E+10,4.30E+08,2.3%,Water Activity= 0.264,,
FDL-105A-T4,"Bulked Powder, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,75,67,,2.84E+08,2.26E+07,5.40E+09,4.30E+08,8.0%,Water Activity= 0.227,,
FDL-105A-T2,"Pellet As is, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,71,80,,3.02E+08,2.55E+07,5.74E+09,4.84E+08,8.4%,Water Activity= 0.184,,
FDL-105A-T3,"Pellet As is, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+06,61,62,,2.46E+09,2.83E+07,4.67E+10,5.37E+08,1.1%,Water Activity= 0.250,,
FDL-105A-T4,"Pellet As is, 21C",,"5, 6",2,,0.3,5.70,EC,2023/02/14,1.00E+05,155,161,,6.32E+08,1.70E+07,1.20E+10,3.22E+08,2.7%,Water Activity= 0.142,,
Broth-004,,,"5, 6, 7",2,,,0.00,EC,2023/02/21,1.00E+07,369,384,,1.51E+11,4.24E+09,#DIV/0!,#DIV/0!,2.8%,SD-SPS,,
Broth-008,,,"5, 6, 7",2,,,0.00,EC,2023/02/21,1.00E+06,292,241,,1.07E+10,1.44E+09,#DIV/0!,#DIV/0!,13.5%,SD-SPS,,
FDL-107A-T1,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,61,58,,2.38E+09,8.49E+07,4.52E+10,1.61E+09,3.6%,SP-SDS,,
FDL-107H-T19,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,113,95,,4.16E+09,5.09E+08,7.90E+10,9.67E+09,12.2%,SP-SDS,,
FDL-107IJ-T22,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,132,147,,5.58E+09,4.24E+08,1.06E+11,8.06E+09,7.6%,SP-SDS,,
FDL-107K-T30,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,68,74,,2.84E+09,1.70E+08,5.40E+10,3.22E+09,6.0%,SP-SDS,,
FDL-107EF-T15,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,96,97,,3.86E+09,2.83E+07,7.33E+10,5.37E+08,0.7%,SP-SDS,,
FDL-107EF-T16,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,97,110,,4.14E+09,3.68E+08,7.87E+10,6.99E+09,8.9%,SP-SDS,,
FDL-107LM-T25,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,124,117,,4.82E+09,1.98E+08,9.16E+10,3.76E+09,4.1%,SP-SDS,,
FDL-107LM-T26,Pellet As Is ,,"6, 7",2,,0.3,5.70,EC,2023/02/21,1.00E+06,126,122,,4.96E+09,1.13E+08,9.42E+10,2.15E+09,2.3%,SP-SDS,,
105C-T14 Trp,,,"6, 7",3,,0.3,5.70,EC,2023/02/23,1.00E+06,84,71,82,3.16E+09,2.80E+08,6.00E+10,5.32E+09,8.9%,SP-SDS,,
105B-T15 Trp,,,"6, 7",3,,0.3,5.70,EC,2023/02/23,1.00E+06,51,46,57,2.05E+09,2.20E+08,3.90E+10,4.19E+09,10.7%,SP-SDS,,
105D-T20 Trp,,,"6, 7",3,,0.3,5.70,EC,2023/02/23,1.00E+06,85,100,94,3.72E+09,3.02E+08,7.07E+10,5.74E+09,8.1%,SP-SDS,,
105G-T33 Trp,,,"6, 7",3,,0.3,5.70,EC,2023/02/23,1.00E+06,39,45,38,1.63E+09,1.51E+08,3.09E+10,2.88E+09,9.3%,SP-SDS,,
105EF-T22,"Bulked Powder, 21C, week-4",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,51,57,,2.16E+09,1.70E+08,4.10E+10,3.22E+09,7.9%,"SP-SDS, Water Activity= 0.305",,
105EF-T23,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,30,35,,1.30E+09,1.41E+08,2.47E+10,2.69E+09,10.9%,"SP-SDS, Water Activity= 0.301",,
105EF-T24,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,33,46,,1.58E+09,3.68E+08,3.00E+10,6.99E+09,23.3%,"SP-SDS, Water Activity= 0.304",,
105EF-T25,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,31,23,,1.08E+09,2.26E+08,2.05E+10,4.30E+09,21.0%,"SP-SDS, Water Activity= 0.273",,
105EF-T26,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,51,52,,2.06E+09,2.83E+07,3.91E+10,5.37E+08,1.4%,"SP-SDS, Water Activity= 0.306",,
105EF-T27,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,33,39,,1.44E+09,1.70E+08,2.74E+10,3.22E+09,11.8%,"SP-SDS, Water Activity= 0.301",,
105G-T29,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,43,33,,1.52E+09,2.83E+08,2.89E+10,5.37E+09,18.6%,"SP-SDS, Water Activity= 0.365",,
105G-T30,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,124,120,,4.88E+09,1.13E+08,9.27E+10,2.15E+09,2.3%,"SP-SDS, Water Activity= 0.261 ",,
105G-T31,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,83,76,,3.18E+09,1.98E+08,6.04E+10,3.76E+09,6.2%,"SP-SDS, Water Activity= 0.258",,
105G-T32,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,30,32,,1.24E+09,5.66E+07,2.36E+10,1.07E+09,4.6%,"SP-SDS, Water Activity= 0.234",,
105G-T33,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+06,30,23,,1.06E+09,1.98E+08,2.01E+10,3.76E+09,18.7%,"SP-SDS, Water Activity= 0.216",,
AB Klub 021923 AA,,,"6, 7",2,,0.3,5.70,EC,2023/02/23,1.00E+07,64,69,,2.66E+10,1.41E+09,5.05E+11,2.69E+10,5.3%,,,
FDL-105K-T42,"Pellet As Is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/02/24,1.00E+06,180,176,,7.12E+09,1.13E+08,1.35E+11,2.15E+09,1.6%,SP-SDS,,
FDL-105K-T43,"Pellet As Is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/02/24,1.00E+06,153,127,,5.60E+09,7.35E+08,1.06E+11,1.40E+10,13.1%,SP-SDS,,
FDL-105K-T44,"Pellet As Is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/02/24,1.00E+06,108,97,,4.10E+09,3.11E+08,7.79E+10,5.91E+09,7.6%,SP-SDS,,
FDL-105K-T45,"Pellet As Is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/02/24,1.00E+06,90,103,,3.86E+09,3.68E+08,7.33E+10,6.99E+09,9.5%,SP-SDS,,
105C-T14,Seed treatment bio. Rep A,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+03,37,,,1.48E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105C-T14,Seed treatment bio. Rep B,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+03,41,,,1.64E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105C-T14,Seed treatment bio. Rep C,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+03,31,,,1.24E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105C-T15,Seed treatment bio. Rep A,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,20,,,8.00E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105C-T15,Seed treatment bio. Rep B,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,39,,,1.56E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105C-T15,Seed treatment bio. Rep C,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,42,,,1.68E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105D-T20,Seed treatment bio. Rep A,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+03,28,,,1.12E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105D-T20,Seed treatment bio. Rep B,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+03,33,,,1.32E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105D-T20,Seed treatment bio. Rep C,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+03,26,,,1.04E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105G-T33,Seed treatment bio. Rep A,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+01,45,,,1.80E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105G-T33,Seed treatment bio. Rep B,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+01,46,,,1.84E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105G-T33,Seed treatment bio. Rep C,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+01,35,,,1.40E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
AB Klub 021923 AA-2,ST-2 Rep A,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,121,,,4.84E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
AB Klub 021923 AA-2,ST-2 Rep B,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,164,,,6.56E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
AB Klub 021923 AA-2,ST-2 Rep C,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,174,,,6.96E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
AB Klub 021923 AA-1,ST-1 Rep A,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,105,,,4.20E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
AB Klub 021923 AA-1,ST-1 Rep B,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,94,,,3.76E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
AB Klub 021923 AA-1,ST-1 Rep C,,"1,2,3",1,,,0.00,CL,2023/02/27,1.00E+02,120,,,4.80E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T22,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,134,,,5.36E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T22,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,148,,,5.92E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T22,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,147,,,5.88E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T23,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,93,,,3.72E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T23,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,169,,,6.76E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T23,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,220,,,8.80E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T24,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,184,,,7.36E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T24,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,29,,,1.16E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T24,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,42,,,1.68E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T25,Seed treatment bio. Rep A,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+01,317,,,1.27E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T25,Seed treatment bio. Rep B,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+01,168,,,6.72E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T25,Seed treatment bio. Rep C,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+01,318,,,1.27E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,47,,,1.88E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,39,,,1.56E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,113,,,4.52E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T27,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,61,,,2.44E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T27,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,279,,,1.12E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T27,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,49,,,1.96E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T29,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,20,,,8.00E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T29,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,37,,,1.48E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T29,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,31,,,1.24E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T30,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,86,,,3.44E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T30,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,70,,,2.80E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T30,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+02,70,,,2.80E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T31,Seed treatment bio. Rep A,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,11,,,4.40E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T31,Seed treatment bio. Rep B,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,251,,,1.00E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T31,Seed treatment bio. Rep C,,"1,2",1,,,0.00,CL,2023/02/27,1.00E+01,221,,,8.84E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T32,Seed treatment bio. Rep A,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+00,90,,,3.60E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T32,Seed treatment bio. Rep B,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+00,92,,,3.68E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T32,Seed treatment bio. Rep C,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+00,165,,,6.60E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T33,Seed treatment bio. Rep A,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+01,30,,,1.20E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T33,Seed treatment bio. Rep B,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+00,44,,,1.76E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T33,Seed treatment bio. Rep C,,"0,1",1,,,0.00,CL,2023/02/27,1.00E+01,55,,,2.20E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
IFF09152022-2 T1,21C,,"5, 6",3,,0.3,5.70,EC,2023/02/27,1.00E+05,181,203,172,7.41E+08,6.38E+07,1.41E+10,1.21E+09,8.6%,"SP-SDS, Water Activity= 0.254",,
IFF09152022-2 T2,21C,,"5, 6",3,,0.3,5.70,EC,2023/02/27,1.00E+06,55,47,46,1.97E+09,1.97E+08,3.75E+10,3.75E+09,10.0%,"SP-SDS, Water Activity= 0.198",,
IFF09152022-2 T3,4C,,"6, 7",3,,0.3,5.70,EC,2023/02/27,1.00E+07,35,24,35,1.25E+10,2.54E+09,2.38E+11,4.83E+10,20.3%,SP-SDS,,
IFF09152022-2 T4,21C,,"5, 6",3,,0.3,5.70,EC,2023/02/27,1.00E+05,109,124,108,4.55E+08,3.59E+07,8.64E+09,6.81E+08,7.9%,"SP-SDS, Water Activity= 0.267",,
IFF09152022-3 T1,21C,,"5, 6",3,,0.3,5.70,EC,2023/02/27,1.00E+05,59,60,64,2.44E+08,1.06E+07,4.64E+09,2.01E+08,4.3%,"SP-SDS, Water Activity= 0.227",,
IFF09152022-3 T2,21C,,"5, 6",3,,0.3,5.70,EC,2023/02/27,1.00E+05,106,91,108,4.07E+08,3.72E+07,7.73E+09,7.06E+08,9.1%,"SP-SDS, Water Activity= 0.157",,
IFF09152022-3 T3,4C,,"6, 7",3,,0.3,5.70,EC,2023/02/27,1.00E+06,165,156,167,6.51E+09,2.34E+08,1.24E+11,4.45E+09,3.6%,SP-SDS,,
IFF09152022-3 T4,21C,,"5, 6",3,,0.3,5.70,EC,2023/02/27,1.00E+05,33,26,33,1.23E+08,1.62E+07,2.33E+09,3.07E+08,13.2%,"SP-SDS, Water Activity= 0.243",,
